id,Composer,Symphony,Date,Year,Orchestra,City,Note
1878,Ludwig van Beethoven,Symphony No. 8 in F,13/05/1872,1872,London Philharmonic Society,London,
1879,Joseph Haydn,Symphony No. 5 in C minor,27/05/1872,1872,London Philharmonic Society,London,
1880,Robert Schumann,Symphony No. 2 in C ,27/05/1872,1872,London Philharmonic Society,London,
1881,Wolfgang Amadeus Mozart,Symphony No. 41 in C (Jupiter),10/06/1872,1872,London Philharmonic Society,London,
1882,Ludwig van Beethoven,Symphony No. 6 (Pastoral),10/06/1872,1872,London Philharmonic Society,London,
1883,Ludwig van Beethoven,Symphony No. 7 in A,24/06/1872,1872,London Philharmonic Society,London,
1884,Ludwig van Beethoven,Symphony No. 5 in C minor,08/07/1872,1872,London Philharmonic Society,London,
1885,Ludwig van Beethoven,Symphony No. 4 in B flat,19/03/1873,1873,London Philharmonic Society,London,
1886,Joseph Haydn,Symphony No. 92 (Oxford),28/04/1873,1873,London Philharmonic Society,London,
1887,Felix Mendelssohn,Symphony No. 5 (Reformation),28/04/1873,1873,London Philharmonic Society,London,
1888,Wolfgang Amadeus Mozart,Symphony No. 41 in C (Jupiter),12/05/1873,1873,London Philharmonic Society,London,
1889,Ludwig van Beethoven,Symphony No. 5 in C minor,12/05/1873,1873,London Philharmonic Society,London,
1890,Louis Spohr,Symphony No. 5 in C minor,26/05/1873,1873,London Philharmonic Society,London,
1891,Ludwig van Beethoven,Symphony No. 6 (Pastoral),26/05/1873,1873,London Philharmonic Society,London,
1892,Felix Mendelssohn,Symphony No. 4 in A major (Italian),09/06/1873,1873,London Philharmonic Society,London,
1893,Wolfgang Amadeus Mozart,Symphony No. 41 in C (Jupiter),23/06/1873,1873,London Philharmonic Society,London,
1894,Ludwig van Beethoven,Symphony No. 8 in F,23/06/1873,1873,London Philharmonic Society,London,
1895,C. P. E. Bach,Symphony in D,07/07/1873,1873,London Philharmonic Society,London,
1896,Ludwig van Beethoven,Symphony No. 7 in A,07/07/1873,1873,London Philharmonic Society,London,
1897,Felix Mendelssohn,Symphony No. 3 in A minor (Scotch),25/03/1874,1874,London Philharmonic Society,London,
1898,Louis Spohr,Symphony No. 4 in F (Die Weihe der Töne),20/04/1874,1874,London Philharmonic Society,London,
1899,Ludwig van Beethoven,Symphony No. 3 Eroica,04/05/1874,1874,London Philharmonic Society,London,
1900,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,18/05/1874,1874,London Philharmonic Society,London,
1901,Ludwig van Beethoven,Symphony No. 8 in F,18/05/1874,1874,London Philharmonic Society,London,
1902,Joseph Haydn,Symphony No. 94 (Surprise),01/06/1874,1874,London Philharmonic Society,London,
1903,Ludwig van Beethoven,Symphony No. 5 in C minor,01/06/1874,1874,London Philharmonic Society,London,
1904,Franz Schubert,Symphony No. 8 in B minor (Unfinished),15/06/1874,1874,London Philharmonic Society,London,
1905,Ludwig van Beethoven,Symphony No. 6 (Pastoral),15/06/1874,1874,London Philharmonic Society,London,
1906,Ludwig van Beethoven,Symphony No. 4 in B flat,29/06/1874,1874,London Philharmonic Society,London,
1907,Ludwig van Beethoven,Symphony No. 7 in A,13/07/1874,1874,London Philharmonic Society,London,
1908,Joachim Raff,Symphony No. 3 in F (Im Walde),12/04/1875,1875,London Philharmonic Society,London,
1909,Ludwig van Beethoven,Symphony No. 8 in F,12/04/1875,1875,London Philharmonic Society,London,
1910,Robert Schumann,Symphony No. 1 in B flat,26/04/1875,1875,London Philharmonic Society,London,
1911,Wolfgang Amadeus Mozart,Symphony No. 43 in D,10/05/1875,1875,London Philharmonic Society,London,
1912,Ludwig van Beethoven,Symphony No. 9 (Choral),10/05/1875,1875,London Philharmonic Society,London,
1913,Ludwig van Beethoven,Symphony No. 6 (Pastoral),24/05/1875,1875,London Philharmonic Society,London,
1914,Ludwig van Beethoven,Symphony No. 3 (Eroica),07/06/1875,1875,London Philharmonic Society,London,
1915,Felix Mendelssohn,Symphony No. 4 in A major (Italian),21/06/1875,1875,London Philharmonic Society,London,
1916,Joseph Haydn,Symphony No. 10 in E flat (Grand),05/07/1875,1875,London Philharmonic Society,London,
1917,Ludwig van Beethoven,Symphony No. 5 in C minor,05/07/1875,1875,London Philharmonic Society,London,
1918,Robert Schumann,Symphony No. 2 in C ,23/03/1876,1876,London Philharmonic Society,London,
1919,Ludwig van Beethoven,Symphony No. 2 (D),06/04/1876,1876,London Philharmonic Society,London,
1920,Ludwig van Beethoven,Symphony No. 7 in A,01/05/1876,1876,London Philharmonic Society,London,
1921,Felix Mendelssohn,Symphony No. 3 in A minor (Scotch),15/05/1876,1876,London Philharmonic Society,London,
1922,Ludwig van Beethoven,Symphony No. 6 (Pastoral),22/05/1876,1876,London Philharmonic Society,London,
1923,Antonín Dvorák,Symphony No. 4 (Dramatic),29/05/1876,1876,London Philharmonic Society,London,
1924,Wolfgang Amadeus Mozart,Symphony No. 41 in C (Jupiter),12/06/1876,1876,London Philharmonic Society,London,
1925,Joseph Haydn,Symphony No. 82 (The Bear),19/06/1876,1876,London Philharmonic Society,London,
1926,Ludwig van Beethoven,Symphony No. 5 in C minor,26/06/1876,1876,London Philharmonic Society,London,
1927,Franz Schubert,Symphony No. 8 in B minor (Unfinished),10/07/1876,1876,London Philharmonic Society,London,
1928,Ludwig van Beethoven,Symphony No. 3 (Eroica),10/07/1876,1876,London Philharmonic Society,London,
1929,Ludwig van Beethoven,Symphony No. 5 in C minor,22/02/1877,1877,London Philharmonic Society,London,
1930,Ludwig van Beethoven,Symphony No. 8 in F,08/03/1877,1877,London Philharmonic Society,London,
1931,Johannes Brahms,Symphony No. 1 in C minor,16/04/1877,1877,London Philharmonic Society,London,
1932,E. Silss,Symphony in C (MS),16/04/1877,1877,London Philharmonic Society,London,
1933,Ludwig van Beethoven,"Symphony No. 4, B flat, Op. 60",14/05/1877,1877,London Philharmonic Society,London,
1934,Louis Spohr,Symphony No. 4 in F (Die Weihe der Töne),28/05/1877,1877,London Philharmonic Society,London,
1935,Wolfgang Amadeus Mozart,Symphony No. 39 in E flat,11/06/1877,1877,London Philharmonic Society,London,
1936,Ludwig van Beethoven,Symphony No. 6 (Pastoral),25/06/1877,1877,London Philharmonic Society,London,
1937,Felix Mendelssohn,Symphony No. 3 in A minor (Scotch),09/07/1877,1877,London Philharmonic Society,London,
1938,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,14/02/1878,1878,London Philharmonic Society,London,
1939,Franz Schubert,Symphony No. 8 in B minor (Unfinished),14/02/1878,1878,London Philharmonic Society,London,
1940,Ludwig van Beethoven,Symphony No. 7 in A,28/02/1878,1878,London Philharmonic Society,London,
1941,Joseph Haydn,Symphony No. 92 (Oxford),14/03/1878,1878,London Philharmonic Society,London,
1942,Felix Mendelssohn,Symphony No. 4 in A major (Italian),14/03/1878,1878,London Philharmonic Society,London,
1943,Ludwig van Beethoven,Symphony No. 3 (Eroica),28/03/1878,1878,London Philharmonic Society,London,
1944,Wolfgang Amadeus Mozart,Symphony No. 41 in C (Jupiter),1/05/1878,1878,London Philharmonic Society,London,
1945,Ludwig van Beethoven,Symphony No. 5 in C minor,1/05/1878,1878,London Philharmonic Society,London,
1946,Franz Schubert,Symphony in C  ,22/05/1878,1878,London Philharmonic Society,London,
1947,Joseph Haydn,Symphony No. 7 in D,12/06/1878,1878,London Philharmonic Society,London,
1948,Ludwig van Beethoven,Symphony No. 6 (Pastoral),03/07/1878,1878,London Philharmonic Society,London,
1949,Ludwig van Beethoven,Symphony No. 4 in B flat,06/02/1879,1879,London Philharmonic Society,London,
1950,William Sterndale Bennett,Symphony in G minor,20/02/1879,1879,London Philharmonic Society,London,
1951,Ludwig van Beethoven,Symphony No. 8 in F,20/02/1879,1879,London Philharmonic Society,London,
1952,Joseph Haydn,Symphony No. 8 in E flat,06/03/1879,1879,London Philharmonic Society,London,
1953,Wolfgang Amadeus Mozart,Symphony No. 41 in C (Jupiter),06/03/1879,1879,London Philharmonic Society,London,
1954,Robert Schumann,Symphony No. 3 in E flat (Rhenish),20/03/1879,1879,London Philharmonic Society,London,
1955,Ludwig van Beethoven,Symphony No. 5 in C minor,30/04/1879,1879,London Philharmonic Society,London,
1956,Franz Schubert,Symphony No. 8 in B minor (Unfinished),21/05/1879,1879,London Philharmonic Society,London,
1957,Antonín Dvorák,Symphony No. 2 (Ocean),11/06/1879,1879,London Philharmonic Society,London,
1958,George Macfarren,Symphony in E minor,02/07/1879,1879,London Philharmonic Society,London,
1959,Ludwig van Beethoven,Symphony No. 6 (Pastoral),02/07/1879,1879,London Philharmonic Society,London,
1960,Ludwig van Beethoven,Symphony No. 7 in A,05/02/1880,1880,London Philharmonic Society,London,
1961,Ludwig van Beethoven,Symphony No. 3 (Eroica),19/02/1880,1880,London Philharmonic Society,London,
1962,Johannes Brahms,Symphony in D,04/03/1880,1880,London Philharmonic Society,London,
1963,Joseph Haydn,Symphony No. 9 in B flat,18/03/1880,1880,London Philharmonic Society,London,
1964,Robert Schumann,Symphony No. 2 in C ,18/03/1880,1880,London Philharmonic Society,London,
1965,Felix Mendelssohn,Symphony No. 3 in A minor (Scotch),28/04/1880,1880,London Philharmonic Society,London,
1966,Arthur Sullivan,Symphony in E minor,19/05/1880,1880,London Philharmonic Society,London,MS
1967,Ludwig van Beethoven,Symphony No. 5 in C minor,09/06/1880,1880,London Philharmonic Society,London,
1968,Ludwig van Beethoven,Symphony No. 6 (Pastoral),30/06/1880,1880,London Philharmonic Society,London,
1969,Ludwig van Beethoven,Symphony No. 4 in B flat,24/02/1881,1881,London Philharmonic Society,London,
1970,Hector Berlioz,Romeo and Juliet Symphony,10/03/1881,1881,London Philharmonic Society,London,First time in England
1971,Louis Spohr,Symphony No. 4 in F (Die Weihe der Töne),24/03/1881,1881,London Philharmonic Society,London,
1972,Hector Berlioz,Romeo and Juliet Symphony,07/04/1881,1881,London Philharmonic Society,London,
1973,Ludwig van Beethoven,Symphony No. 8 in F,12/05/1881,1881,London Philharmonic Society,London,
1974,Robert Schumann,Symphony No. 1 in B flat,26/05/1881,1881,London Philharmonic Society,London,
1975,Ludwig van Beethoven,Symphony No. 9 (Choral),09/02/1882,1882,London Philharmonic Society,London,
1976,Wolfgang Amadeus Mozart,Symphony No. 41 in C (Jupiter),23/02/1882,1882,London Philharmonic Society,London,
1977,Ludwig van Beethoven,Symphony No. 3 (Eroica),09/03/1882,1882,London Philharmonic Society,London,
1978,Ludwig van Beethoven,Symphony No. 5 in C minor,23/03/1882,1882,London Philharmonic Society,London,
1979,Ludwig van Beethoven,Symphony No. 6 (Pastoral),11/05/1882,1882,London Philharmonic Society,London,
1980,Franz Schubert,Symphony No. 8 in B minor (Unfinished),09/06/1882,1882,London Philharmonic Society,London,
1981,Felix Mendelssohn,Symphony No. 3 in A minor (Scotch),15/02/1883,1883,London Philharmonic Society,London,
1982,Joachim Raff,Symphony No. 3 in F (Im Walde),01/03/1883,1883,London Philharmonic Society,London,
1983,Ludwig van Beethoven,Symphony No. 7 in A,25/04/1883,1883,London Philharmonic Society,London,
1984,Ludwig van Beethoven,Symphony No. 6 (Pastoral),09/05/1883,1883,London Philharmonic Society,London,
1985,Ludwig van Beethoven,Symphony No. 5 in C minor,30/05/1883,1883,London Philharmonic Society,London,
1986,Louis Spohr,Symphony No. 4 in F (Die Weihe der Töne),21/02/1884,1884,London Philharmonic Society,London,
1987,Johannes Brahms,Symphony No. 2 (D),06/03/1884,1884,London Philharmonic Society,London,
1988,Antonín Dvorák,Symphony No. 6 in D,20/03/1884,1884,London Philharmonic Society,London,
1989,Ludwig van Beethoven,Symphony No. 2 (D),23/04/1884,1884,London Philharmonic Society,London,
1990,Ludwig van Beethoven,Symphony No. 3 (Eroica),07/05/1884,1884,London Philharmonic Society,London,
1991,Frederic Cowen,Symphony No. 4 in B flat,28/05/1884,1884,London Philharmonic Society,London,first time  
1992,Johannes Brahms,Symphony No. 3 in F  ,26/02/1885,1885,London Philharmonic Society,London,
1993,Ludwig van Beethoven,Symphony No. 4 in B flat,12/03/1885,1885,London Philharmonic Society,London,
1994,Robert Schumann,Symphony No. 2 in C ,26/03/1885,1885,London Philharmonic Society,London,
1995,Antonín Dvorák,Symphony No. 7 in D minor,22/04/1885,1885,London Philharmonic Society,London,composed for this concert and conducted by the composer
1996,Ludwig van Beethoven,Symphony No. 5 in C minor,06/05/1885,1885,London Philharmonic Society,London,
1997,Felix Mendelssohn,Symphony No. 3 in A minor (Scotch),04/03/1886,1886,London Philharmonic Society,London,
1998,Ebenezer Prout,Symphony No. 3 in F,18/03/1886,1886,London Philharmonic Society,London,First time at these concerts. Conducted by the composer
1999,Franz Schubert,Symphony No. 9 in C,01/04/1886,1886,London Philharmonic Society,London,
2000,Ludwig van Beethoven,Symphony No. 3 (Eroica),15/04/1886,1886,London Philharmonic Society,London,
2001,Joseph Haydn,Symphony No. 103 in E flat,19/05/1886,1886,London Philharmonic Society,London,
2002,Camille Saint-Saëns,Symphony No. 3 in C minor,19/05/1886,1886,London Philharmonic Society,London,First time. Symphony composed for this society and conducted by the composer.
2003,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,02/06/1886,1886,London Philharmonic Society,London,
2004,Johannes Brahms,Symphony No. 4 in E minor,10/03/1887,1887,London Philharmonic Society,London,
2005,Frederic Cowen,Symphony No. 3 in C minor (Scandinavian),24/03/1887,1887,London Philharmonic Society,London,First time at these concerts.  
2006,Ludwig van Beethoven,Symphony No. 6 (Pastoral),21/04/1887,1887,London Philharmonic Society,London,
2007,Hermann Götz,Symphony in F,05/05/1887,1887,London Philharmonic Society,London,
2008,Wolfgang Amadeus Mozart,Symphony No. 41 in C (Jupiter),19/05/1887,1887,London Philharmonic Society,London,
2009,Louis Spohr,Symphony No. 3 in C minor,09/06/1887,1887,London Philharmonic Society,London,
2010,Joseph Haydn,Symphony No. 1 in C  ,15/06/1887,1887,London Philharmonic Society,London,
2011,Felix Mendelssohn,Symphony No. 4 in A major (Italian),25/06/1887,1887,London Philharmonic Society,London,
2012,Robert Schumann,Symphony No. 4 in D minor,15/03/1888,1888,London Philharmonic Society,London,
2013,Joseph Haydn,Symphony in G ,22/03/1888,1888,London Philharmonic Society,London,First time in London
2014,Ludwig van Beethoven,Symphony No. 7 in A,22/03/1888,1888,London Philharmonic Society,London,
2015,Wolfgang Amadeus Mozart,Symphony No. 6 in C,03/05/1888,1888,London Philharmonic Society,London,
2016,Ludwig van Beethoven,Symphony No. 5 in C minor,17/05/1888,1888,London Philharmonic Society,London,
2017,Johan Svendsen,Symphony No. 1 in D,31/05/1888,1888,London Philharmonic Society,London,
2018,Ludwig van Beethoven,Symphony No. 6 (Pastoral),16/06/1888,1888,London Philharmonic Society,London,
2019,Ludwig van Beethoven,Symphony No. 4 in B flat,14/05/1889,1889,London Philharmonic Society,London,
2020,Franz Schubert,Symphony No. 8 in B minor (Unfinished),28/03/1889,1889,London Philharmonic Society,London,
2021,Wolfgang Amadeus Mozart,Symphony in E flat,11/04/1889,1889,London Philharmonic Society,London,
2022,Joseph Haydn,Symphony in B flat,09/05/1889,1889,London Philharmonic Society,London,First time in London
2023,Frederic Cowen,Symphony No. 5 in F,09/05/1889,1889,London Philharmonic Society,London,
2024,Hubert Parry,Symphony No. 3 in C,23/05/1889,1889,London Philharmonic Society,London,First tme of performance; conducted by the composer
2025,Frederic Cliffe,Symphony No. 1 in C minor,06/06/1889,1889,London Philharmonic Society,London,First time at these concerts; conducted by the composer.
2026,Ludwig van Beethoven,Symphony No. 3 (Eroica),22/06/1889,1889,London Philharmonic Society,London,
2027,Felix Mendelssohn,Symphony No. 3 in A minor (Scotch),13/03/1890,1890,London Philharmonic Society,London,
2028,Joseph Haydn,Symphony No. 85 (La Reine),27/03/1890,1890,London Philharmonic Society,London,
2029,Antonín Dvorák,Symphony No. 8 in G,24/04/1890,1890,London Philharmonic Society,London,
2030,Wolfgang Amadeus Mozart,Symphony No. 41 in C (Jupiter),24/04/1890,1890,London Philharmonic Society,London,
2031,Ludwig van Beethoven,Symphony No. 2 (D),22/05/1890,1890,London Philharmonic Society,London,
2032,Ludwig van Beethoven,Symphony No. 9 (Choral),28/06/1890,1890,London Philharmonic Society,London,
2033,Ludwig van Beethoven,Symphony No. 5 in C minor,05/03/1891,1891,London Philharmonic Society,London,
2034,Charles E. Stephens,Symphony in G minor,19/03/1891,1891,London Philharmonic Society,London,
2035,Franz Schubert,Symphony No. 9 in C,16/04/1891,1891,London Philharmonic Society,London,
2036,Robert Schumann,Symphony No. 4 in D minor,30/04/1891,1891,London Philharmonic Society,London,
2037,Joseph Haydn,Symphony No. 92 (Oxford),28/05/1891,1891,London Philharmonic Society,London,
2038,Ludwig van Beethoven,Symphony No. 8 in F,27/06/1891,1891,London Philharmonic Society,London,
2039,Wolfgang Amadeus Mozart,Symphony in G minor,10/03/1892,1892,London Philharmonic Society,London,
2040,Ludwig van Beethoven,Symphony No. 7 in A,24/03/1892,1892,London Philharmonic Society,London,
