id,Composer,Symphony,Date,Year,Orchestra,City,Note
1,Felix Mendelssohn,lorem id ligula suspendisse,22/08/1873,1844,New York Philharmonic,Chicago,
2,Felix Mendelssohn,vestibulum ante,02/07/1871,1856,Berlin Philharmonic,Cologne,
3,Ludwig Van Beethoven,ligula nec sem duis,24/01/1843,1861,Berlin Philharmonic,Leipzig,
4,Felix Mendelssohn,duis bibendum,13/11/1848,1847,Gürzenich Orchestra Cologne,Vienna,
5,Wolfgang Amadeus Mozart,et ultrices,24/02/1862,1856,Crystal Palace orchestra (London),Manchester,
6,Wolfgang Amadeus Mozart,libero rutrum,03/11/1854,1884,Gürzenich Orchestra Cologne,Weimar,
7,Wolfgang Amadeus Mozart,lacinia eget,22/12/1898,1884,Chicago Symphony Orchestra,Berlin,
10,Ludwig Van Beethoven,sit amet cursus,04/10/1893,1900,New York Philharmonic,Paris,
11,Ludwig Van Beethoven,eget congue,06/08/1884,1854,Gewandhaus Orchestra (Leipzig),Chicago,
12,Felix Mendelssohn,eget eleifend,13/12/1886,1882,Frankfurt Museumsorchester,Berlin,
13,Felix Mendelssohn,amet nunc,13/12/1847,1889,Weimar Hofkapelle,Paris,
14,Ludwig Van Beethoven,ultrices posuere cubilia,17/04/1846,1842,London Philharmonic,Chicago,
15,Felix Mendelssohn,viverra eget congue eget,28/02/1864,1897,Berlin Philharmonic,Cologne,
17,Ludwig Van Beethoven,non velit,21/10/1894,1844,Weimar Hofkapelle,Berlin,
19,Wolfgang Amadeus Mozart,elit proin interdum,24/08/1861,1874,London Philharmonic,Paris,
20,Ludwig Van Beethoven,enim sit,15/06/1895,1888,Boston Symphony Orchestra,Berlin,
21,Wolfgang Amadeus Mozart,odio in hac,17/01/1889,1851,Chicago Symphony Orchestra,Chicago,
23,Wolfgang Amadeus Mozart,vel augue vestibulum ante,22/08/1899,1870,New York Philharmonic,Weimar,
24,Wolfgang Amadeus Mozart,elit ac nulla,03/12/1848,1878,Weimar Hofkapelle,Chicago,
25,Felix Mendelssohn,morbi ut,18/10/1850,1857,Crystal Palace orchestra (London),Frankfurt,
26,Wolfgang Amadeus Mozart,sed nisl,02/02/1853,1874,Gürzenich Orchestra Cologne,Cologne,
27,Ludwig Van Beethoven,etiam faucibus cursus urna,23/09/1881,1871,Vienna Philharmonic,Paris,
28,Wolfgang Amadeus Mozart,habitasse platea,05/09/1840,1877,Vienna Philharmonic,Manchester,
29,Ludwig Van Beethoven,luctus et ultrices posuere,02/09/1878,1863,Vienna Philharmonic,Berlin,
30,Ludwig Van Beethoven,semper rutrum nulla nunc,17/12/1853,1898,Boston Symphony Orchestra,Vienna,
31,Wolfgang Amadeus Mozart,eu magna vulputate,01/03/1846,1847,Crystal Palace orchestra (London),Frankfurt,
32,Felix Mendelssohn,augue vestibulum ante ipsum,09/04/1857,1879,Hallé orchestra (Manchester),Berlin,
34,Wolfgang Amadeus Mozart,vestibulum ante,23/11/1857,1894,Weimar Hofkapelle,Vienna,
35,Ludwig Van Beethoven,metus aenean fermentum,02/08/1899,1860,Berlin Philharmonic,Weimar,
37,Ludwig Van Beethoven,eu magna vulputate luctus,03/05/1857,1886,Boston Symphony Orchestra,Weimar,
38,Felix Mendelssohn,gravida nisi,27/10/1858,1850,New York Philharmonic,Paris,
40,Ludwig Van Beethoven,turpis nec euismod,13/10/1869,1896,Weimar Hofkapelle,Cologne,
41,Wolfgang Amadeus Mozart,ut tellus nulla ut,01/10/1858,1869,New York Philharmonic,Vienna,
42,Wolfgang Amadeus Mozart,primis in,13/10/1870,1866,Chicago Symphony Orchestra,Vienna,
43,Ludwig Van Beethoven,magnis dis,03/06/1893,1899,Gürzenich Orchestra Cologne,Weimar,
44,Ludwig Van Beethoven,vestibulum eget vulputate ut,27/10/1866,1842,New York Philharmonic,Boston,
45,Felix Mendelssohn,rutrum neque,22/05/1843,1857,Boston Symphony Orchestra,Cologne,
47,Felix Mendelssohn,integer ac neque duis,04/10/1876,1881,Vienna Philharmonic,Leipzig,
48,Wolfgang Amadeus Mozart,nullam porttitor lacus,27/11/1886,1878,Gewandhaus Orchestra (Leipzig),Boston,
49,Ludwig Van Beethoven,rutrum at,03/08/1896,1867,Vienna Philharmonic,Manchester,
51,Wolfgang Amadeus Mozart,blandit mi in,16/08/1892,1868,Hallé orchestra (Manchester),Berlin,
52,Felix Mendelssohn,lacinia nisi venenatis,04/07/1854,1843,Vienna Philharmonic,Manchester,
54,Wolfgang Amadeus Mozart,eleifend donec ut dolor,23/05/1867,1863,Crystal Palace orchestra (London),Chicago,
55,Wolfgang Amadeus Mozart,volutpat in,18/04/1861,1846,Hallé orchestra (Manchester),Manchester,
56,Ludwig Van Beethoven,non mattis,16/05/1844,1848,Weimar Hofkapelle,Boston,
57,Ludwig Van Beethoven,in lectus pellentesque at,08/08/1880,1875,Weimar Hofkapelle,Cologne,
59,Wolfgang Amadeus Mozart,quis turpis sed,08/03/1843,1851,Weimar Hofkapelle,Leipzig,
60,Felix Mendelssohn,potenti cras,29/06/1854,1878,Gürzenich Orchestra Cologne,Vienna,
61,Felix Mendelssohn,viverra pede,31/12/1891,1869,Berlin Philharmonic,Frankfurt,
62,Ludwig Van Beethoven,ipsum primis in,06/03/1872,1871,Gürzenich Orchestra Cologne,Boston,
63,Ludwig Van Beethoven,lectus in est,15/10/1858,1893,Boston Symphony Orchestra,Weimar,
64,Felix Mendelssohn,cursus urna ut,04/05/1841,1856,Vienna Philharmonic,Cologne,
66,Wolfgang Amadeus Mozart,condimentum neque sapien placerat,25/11/1856,1843,New York Philharmonic,Frankfurt,
67,Ludwig Van Beethoven,quis turpis,06/10/1870,1898,Weimar Hofkapelle,Chicago,
68,Felix Mendelssohn,enim leo rhoncus sed,27/11/1859,1860,Hallé orchestra (Manchester),Berlin,
69,Felix Mendelssohn,nec molestie,18/08/1876,1855,Gewandhaus Orchestra (Leipzig),Leipzig,
70,Ludwig Van Beethoven,luctus et,05/04/1878,1881,Frankfurt Museumsorchester,Manchester,
71,Wolfgang Amadeus Mozart,curae duis faucibus accumsan,10/07/1851,1871,Frankfurt Museumsorchester,Manchester,
72,Felix Mendelssohn,tincidunt eu felis,12/09/1880,1848,Hallé orchestra (Manchester),Vienna,
73,Felix Mendelssohn,luctus et ultrices,05/03/1851,1847,Gewandhaus Orchestra (Leipzig),Boston,
74,Ludwig Van Beethoven,aliquet pulvinar sed nisl,02/06/1863,1891,Frankfurt Museumsorchester,Cologne,
75,Wolfgang Amadeus Mozart,augue vestibulum rutrum rutrum,05/09/1860,1856,Frankfurt Museumsorchester,Boston,
78,Felix Mendelssohn,scelerisque quam turpis adipiscing,08/05/1899,1859,Frankfurt Museumsorchester,Frankfurt,
79,Wolfgang Amadeus Mozart,nisl duis,15/02/1888,1893,Vienna Philharmonic,Vienna,
80,Wolfgang Amadeus Mozart,metus aenean fermentum,12/09/1850,1880,Berlin Philharmonic,Paris,
81,Ludwig Van Beethoven,venenatis turpis,20/05/1868,1896,Crystal Palace orchestra (London),Vienna,
82,Ludwig Van Beethoven,convallis nunc,01/08/1891,1864,Boston Symphony Orchestra,Vienna,
83,Felix Mendelssohn,orci luctus et ultrices,29/08/1864,1881,London Philharmonic,Manchester,
84,Felix Mendelssohn,parturient montes nascetur,19/02/1847,1873,Gürzenich Orchestra Cologne,Boston,
85,Felix Mendelssohn,quam pede lobortis,13/12/1843,1875,Berlin Philharmonic,Berlin,
86,Ludwig Van Beethoven,ac leo,15/08/1865,1874,Vienna Philharmonic,Boston,
87,Wolfgang Amadeus Mozart,amet sapien,17/04/1877,1845,Weimar Hofkapelle,Weimar,
88,Felix Mendelssohn,vestibulum vestibulum ante ipsum,19/12/1879,1889,London Philharmonic,Leipzig,
89,Ludwig Van Beethoven,ac tellus semper,14/07/1878,1866,Gewandhaus Orchestra (Leipzig),Chicago,
90,Wolfgang Amadeus Mozart,pede justo eu,18/04/1868,1860,Chicago Symphony Orchestra,Paris,
91,Ludwig Van Beethoven,ut at,10/06/1879,1890,Berlin Philharmonic,Boston,
94,Wolfgang Amadeus Mozart,nunc proin,17/06/1898,1879,Boston Symphony Orchestra,Manchester,
95,Felix Mendelssohn,odio elementum,21/05/1850,1877,Chicago Symphony Orchestra,Boston,
96,Ludwig Van Beethoven,amet nunc viverra dapibus,08/04/1840,1849,Weimar Hofkapelle,Weimar,
98,Wolfgang Amadeus Mozart,quis augue,10/03/1855,1841,Weimar Hofkapelle,Frankfurt,
99,Ludwig Van Beethoven,ante vestibulum ante ipsum,18/05/1850,1843,Gewandhaus Orchestra (Leipzig),Chicago,
100,Wolfgang Amadeus Mozart,mollis molestie lorem quisque,11/05/1887,1853,Chicago Symphony Orchestra,Paris,
101,Wolfgang Amadeus Mozart,sit amet eros,24/01/1871,1867,Gürzenich Orchestra Cologne,Berlin,
102,Wolfgang Amadeus Mozart,pulvinar sed,30/06/1897,1900,Berlin Philharmonic,Leipzig,
103,Wolfgang Amadeus Mozart,sem mauris,13/08/1875,1885,Vienna Philharmonic,Manchester,
104,Ludwig Van Beethoven,volutpat quam pede,23/03/1886,1872,London Philharmonic,Boston,
105,Felix Mendelssohn,quisque porta volutpat,08/11/1877,1890,New York Philharmonic,Leipzig,
106,Wolfgang Amadeus Mozart,sit amet nulla,12/01/1887,1856,Gürzenich Orchestra Cologne,Leipzig,
107,Felix Mendelssohn,non sodales,06/10/1894,1860,Boston Symphony Orchestra,Frankfurt,
108,Ludwig Van Beethoven,montes nascetur ridiculus mus,13/07/1856,1845,Frankfurt Museumsorchester,Paris,
109,Ludwig Van Beethoven,condimentum id,05/01/1885,1879,New York Philharmonic,Berlin,
110,Wolfgang Amadeus Mozart,duis ac,04/07/1840,1872,Vienna Philharmonic,Boston,
111,Wolfgang Amadeus Mozart,sapien in sapien,10/10/1877,1848,Boston Symphony Orchestra,Boston,
112,Wolfgang Amadeus Mozart,in quam fringilla,20/03/1844,1845,Chicago Symphony Orchestra,Boston,
113,Ludwig Van Beethoven,semper interdum,29/06/1869,1866,Gewandhaus Orchestra (Leipzig),Berlin,
114,Wolfgang Amadeus Mozart,quisque ut erat curabitur,21/03/1879,1846,Berlin Philharmonic,Chicago,
115,Wolfgang Amadeus Mozart,pretium nisl,16/12/1895,1894,Frankfurt Museumsorchester,Berlin,
116,Ludwig Van Beethoven,augue a,24/06/1888,1899,Boston Symphony Orchestra,Leipzig,
117,Ludwig Van Beethoven,vestibulum quam,21/05/1868,1861,Vienna Philharmonic,Berlin,
118,Ludwig Van Beethoven,ultrices vel augue vestibulum,19/01/1856,1841,Vienna Philharmonic,Chicago,
119,Wolfgang Amadeus Mozart,felis fusce,17/09/1870,1855,London Philharmonic,Chicago,
120,Ludwig Van Beethoven,in hac,18/08/1878,1869,Hallé orchestra (Manchester),Weimar,
121,Wolfgang Amadeus Mozart,lacinia aenean sit amet,01/08/1889,1875,Gewandhaus Orchestra (Leipzig),Berlin,
122,Felix Mendelssohn,arcu sed augue,30/04/1892,1857,New York Philharmonic,Weimar,
123,Ludwig Van Beethoven,volutpat erat quisque erat,27/11/1895,1897,Vienna Philharmonic,Boston,
124,Ludwig Van Beethoven,venenatis turpis enim,27/07/1859,1892,Weimar Hofkapelle,Boston,
125,Felix Mendelssohn,vestibulum velit id pretium,25/11/1860,1869,Crystal Palace orchestra (London),Paris,
129,Wolfgang Amadeus Mozart,nullam porttitor,24/09/1846,1879,Berlin Philharmonic,Frankfurt,
131,Wolfgang Amadeus Mozart,donec quis,15/10/1886,1881,London Philharmonic,Paris,
133,Felix Mendelssohn,libero ut,18/11/1878,1890,Vienna Philharmonic,Boston,
134,Wolfgang Amadeus Mozart,massa quis augue luctus,17/06/1870,1867,Weimar Hofkapelle,Manchester,
135,Felix Mendelssohn,vulputate elementum nullam varius,08/08/1892,1848,Vienna Philharmonic,Berlin,
138,Ludwig Van Beethoven,condimentum curabitur,04/02/1886,1894,New York Philharmonic,Manchester,
140,Felix Mendelssohn,nunc proin at turpis,25/02/1854,1893,Hallé orchestra (Manchester),Vienna,
143,Ludwig Van Beethoven,dictumst morbi,23/04/1880,1844,Gürzenich Orchestra Cologne,Boston,
145,Felix Mendelssohn,laoreet ut rhoncus aliquet,19/09/1860,1857,Berlin Philharmonic,Berlin,
146,Felix Mendelssohn,vulputate elementum nullam,01/10/1887,1889,Hallé orchestra (Manchester),Vienna,
147,Ludwig Van Beethoven,quisque porta,08/03/1888,1840,Weimar Hofkapelle,Vienna,
148,Felix Mendelssohn,a feugiat,19/10/1880,1891,Crystal Palace orchestra (London),Paris,
149,Wolfgang Amadeus Mozart,quis orci eget orci,21/07/1878,1887,Crystal Palace orchestra (London),Weimar,
150,Felix Mendelssohn,nulla sed vel,20/10/1885,1864,Gewandhaus Orchestra (Leipzig),Berlin,
151,Ludwig Van Beethoven,erat fermentum justo nec,31/08/1896,1856,London Philharmonic,Cologne,
152,Felix Mendelssohn,massa volutpat,11/10/1849,1858,London Philharmonic,Leipzig,
153,Wolfgang Amadeus Mozart,tristique tortor eu,05/05/1874,1896,Boston Symphony Orchestra,Frankfurt,
154,Felix Mendelssohn,mi integer ac neque,15/05/1883,1876,Weimar Hofkapelle,Frankfurt,
155,Felix Mendelssohn,potenti nullam,26/03/1877,1896,Boston Symphony Orchestra,Vienna,
156,Ludwig Van Beethoven,nibh fusce lacus purus,01/02/1886,1869,London Philharmonic,Paris,
157,Ludwig Van Beethoven,felis donec semper sapien,05/05/1858,1878,Crystal Palace orchestra (London),Frankfurt,
158,Felix Mendelssohn,ut blandit non,14/03/1900,1859,Gewandhaus Orchestra (Leipzig),Boston,
159,Felix Mendelssohn,in lectus,09/12/1897,1865,Chicago Symphony Orchestra,Leipzig,
160,Wolfgang Amadeus Mozart,congue eget semper rutrum,15/11/1842,1863,Weimar Hofkapelle,Frankfurt,
161,Felix Mendelssohn,non mattis,23/03/1873,1873,Crystal Palace orchestra (London),Chicago,
163,Ludwig Van Beethoven,vel pede,08/08/1858,1894,Hallé orchestra (Manchester),Berlin,
164,Felix Mendelssohn,urna pretium nisl,17/01/1896,1879,Boston Symphony Orchestra,Vienna,
166,Wolfgang Amadeus Mozart,aliquet at feugiat non,21/08/1897,1844,London Philharmonic,Cologne,
168,Wolfgang Amadeus Mozart,sit amet consectetuer,24/12/1851,1872,Vienna Philharmonic,Weimar,
169,Felix Mendelssohn,in hac habitasse platea,30/03/1893,1850,Weimar Hofkapelle,Manchester,
170,Ludwig Van Beethoven,ac tellus semper,04/11/1842,1891,Chicago Symphony Orchestra,Weimar,
173,Wolfgang Amadeus Mozart,vivamus vel nulla,09/09/1861,1845,New York Philharmonic,Manchester,
174,Felix Mendelssohn,suspendisse ornare consequat lectus,09/05/1877,1882,Frankfurt Museumsorchester,Vienna,
175,Wolfgang Amadeus Mozart,potenti cras,22/01/1857,1848,Berlin Philharmonic,Frankfurt,
176,Wolfgang Amadeus Mozart,sit amet diam,24/01/1862,1847,Gürzenich Orchestra Cologne,Paris,
177,Ludwig Van Beethoven,aliquam convallis,20/06/1861,1866,Crystal Palace orchestra (London),Vienna,
178,Wolfgang Amadeus Mozart,luctus et,25/02/1848,1871,Frankfurt Museumsorchester,Boston,
180,Felix Mendelssohn,consequat lectus in est,12/02/1875,1876,Vienna Philharmonic,Weimar,
181,Ludwig Van Beethoven,amet eleifend,17/12/1894,1882,Weimar Hofkapelle,Frankfurt,
182,Ludwig Van Beethoven,mi pede,06/05/1897,1871,Chicago Symphony Orchestra,Frankfurt,
183,Felix Mendelssohn,pede lobortis ligula,21/01/1882,1862,Gewandhaus Orchestra (Leipzig),Berlin,
184,Wolfgang Amadeus Mozart,eu mi nulla,16/06/1870,1879,Gewandhaus Orchestra (Leipzig),Frankfurt,
185,Felix Mendelssohn,convallis nunc proin at,31/08/1895,1882,Gewandhaus Orchestra (Leipzig),Paris,
186,Wolfgang Amadeus Mozart,sapien in,25/05/1842,1883,Gewandhaus Orchestra (Leipzig),Frankfurt,
187,Felix Mendelssohn,lectus vestibulum quam sapien,17/11/1868,1896,Boston Symphony Orchestra,Leipzig,
190,Wolfgang Amadeus Mozart,sit amet consectetuer adipiscing,14/05/1873,1863,Vienna Philharmonic,Frankfurt,
191,Wolfgang Amadeus Mozart,accumsan tortor,17/07/1871,1882,Chicago Symphony Orchestra,Vienna,
192,Wolfgang Amadeus Mozart,velit donec diam,13/04/1861,1885,Frankfurt Museumsorchester,Berlin,
193,Ludwig Van Beethoven,consequat ut nulla,16/05/1876,1900,Hallé orchestra (Manchester),Paris,
194,Felix Mendelssohn,bibendum morbi non quam,21/09/1888,1840,Hallé orchestra (Manchester),Paris,
195,Felix Mendelssohn,rutrum ac lobortis,20/10/1848,1866,Crystal Palace orchestra (London),Cologne,
197,Felix Mendelssohn,pellentesque eget nunc,19/07/1862,1882,Chicago Symphony Orchestra,Paris,
198,Felix Mendelssohn,massa id lobortis,09/08/1897,1880,Weimar Hofkapelle,Paris,
200,Felix Mendelssohn,sed tristique in tempus,06/11/1847,1899,Berlin Philharmonic,Boston,
201,Ludwig Van Beethoven,faucibus orci,28/09/1894,1871,Crystal Palace orchestra (London),Vienna,
202,Ludwig Van Beethoven,hac habitasse platea dictumst,12/06/1893,1864,London Philharmonic,Vienna,
203,Felix Mendelssohn,ultricies eu nibh,10/09/1871,1845,Berlin Philharmonic,Cologne,
204,Ludwig Van Beethoven,vel enim sit,01/09/1847,1880,Weimar Hofkapelle,Frankfurt,
205,Wolfgang Amadeus Mozart,tristique fusce,17/06/1864,1884,Chicago Symphony Orchestra,Manchester,
206,Ludwig Van Beethoven,sed magna,09/04/1872,1859,Berlin Philharmonic,Vienna,
207,Ludwig Van Beethoven,velit donec diam neque,10/06/1853,1893,New York Philharmonic,Berlin,
209,Felix Mendelssohn,imperdiet sapien,13/07/1854,1843,Weimar Hofkapelle,Leipzig,
210,Ludwig Van Beethoven,justo etiam,24/06/1899,1883,Frankfurt Museumsorchester,Frankfurt,
211,Felix Mendelssohn,congue vivamus,26/11/1891,1875,Gewandhaus Orchestra (Leipzig),Weimar,
212,Felix Mendelssohn,eu interdum eu tincidunt,20/08/1880,1845,Boston Symphony Orchestra,Vienna,
213,Felix Mendelssohn,nulla nunc purus,24/04/1861,1885,Crystal Palace orchestra (London),Vienna,
214,Felix Mendelssohn,fusce congue diam id,12/11/1851,1851,Boston Symphony Orchestra,Manchester,
217,Felix Mendelssohn,odio elementum eu,06/04/1844,1871,London Philharmonic,Vienna,
218,Ludwig Van Beethoven,donec diam neque vestibulum,25/10/1864,1852,Boston Symphony Orchestra,Weimar,
219,Felix Mendelssohn,ac est lacinia nisi,18/09/1843,1857,London Philharmonic,Leipzig,
220,Wolfgang Amadeus Mozart,sociis natoque,11/02/1879,1841,Vienna Philharmonic,Berlin,
221,Felix Mendelssohn,ac nibh fusce,30/10/1844,1884,Gewandhaus Orchestra (Leipzig),Weimar,
222,Felix Mendelssohn,ut ultrices,23/02/1900,1850,London Philharmonic,Frankfurt,
223,Ludwig Van Beethoven,nisl ut volutpat,21/06/1845,1862,Hallé orchestra (Manchester),Boston,
224,Wolfgang Amadeus Mozart,lectus aliquam,19/08/1846,1855,Vienna Philharmonic,Leipzig,
225,Felix Mendelssohn,in quis justo maecenas,08/10/1890,1859,Frankfurt Museumsorchester,Paris,
226,Ludwig Van Beethoven,ipsum primis in faucibus,22/07/1859,1860,Boston Symphony Orchestra,Chicago,
228,Ludwig Van Beethoven,ipsum primis in faucibus,14/10/1866,1887,Boston Symphony Orchestra,Paris,
229,Ludwig Van Beethoven,ipsum dolor sit amet,01/09/1886,1864,New York Philharmonic,Cologne,
230,Felix Mendelssohn,libero rutrum ac,29/07/1890,1842,New York Philharmonic,Berlin,
232,Felix Mendelssohn,a pede,22/01/1867,1891,Gewandhaus Orchestra (Leipzig),Weimar,
233,Felix Mendelssohn,sed vel enim sit,13/06/1881,1853,Berlin Philharmonic,Paris,
234,Felix Mendelssohn,elit proin risus,23/02/1880,1843,Vienna Philharmonic,Paris,
235,Ludwig Van Beethoven,vitae mattis nibh,16/11/1878,1846,Gürzenich Orchestra Cologne,Paris,
236,Ludwig Van Beethoven,magna ac,05/06/1869,1869,London Philharmonic,Chicago,
237,Felix Mendelssohn,vel lectus in quam,24/04/1895,1849,Crystal Palace orchestra (London),Leipzig,
238,Felix Mendelssohn,nullam molestie nibh in,17/03/1865,1870,Crystal Palace orchestra (London),Boston,
239,Wolfgang Amadeus Mozart,scelerisque quam,07/02/1878,1885,Hallé orchestra (Manchester),Berlin,
240,Ludwig Van Beethoven,et tempus semper,19/04/1898,1900,Hallé orchestra (Manchester),Leipzig,
241,Wolfgang Amadeus Mozart,nec molestie,26/06/1861,1865,New York Philharmonic,Frankfurt,
242,Felix Mendelssohn,ultrices aliquet maecenas leo,03/12/1874,1849,Crystal Palace orchestra (London),Boston,
244,Felix Mendelssohn,habitasse platea dictumst etiam,27/03/1896,1888,Vienna Philharmonic,Paris,
245,Wolfgang Amadeus Mozart,lacus morbi quis tortor,24/07/1859,1889,Weimar Hofkapelle,Boston,
246,Wolfgang Amadeus Mozart,amet cursus,12/02/1862,1840,Weimar Hofkapelle,Frankfurt,
247,Wolfgang Amadeus Mozart,ipsum primis in,17/04/1871,1882,Gewandhaus Orchestra (Leipzig),Manchester,
248,Wolfgang Amadeus Mozart,duis bibendum morbi non,13/03/1856,1842,London Philharmonic,Berlin,
249,Ludwig Van Beethoven,eu tincidunt,18/06/1890,1898,Boston Symphony Orchestra,Leipzig,
251,Ludwig Van Beethoven,diam id ornare imperdiet,26/02/1883,1861,London Philharmonic,Berlin,
252,Felix Mendelssohn,metus sapien ut,18/12/1897,1876,Berlin Philharmonic,Weimar,
253,Ludwig Van Beethoven,etiam pretium,16/11/1849,1897,Boston Symphony Orchestra,Leipzig,
254,Ludwig Van Beethoven,faucibus accumsan odio curabitur,07/01/1893,1866,Crystal Palace orchestra (London),Frankfurt,
255,Wolfgang Amadeus Mozart,sodales sed,18/11/1840,1870,Gürzenich Orchestra Cologne,Weimar,
257,Wolfgang Amadeus Mozart,augue quam sollicitudin,01/02/1844,1856,London Philharmonic,Berlin,
258,Ludwig Van Beethoven,justo lacinia eget tincidunt,13/12/1891,1885,Vienna Philharmonic,Vienna,
259,Felix Mendelssohn,id consequat in consequat,25/11/1887,1857,Berlin Philharmonic,Leipzig,
261,Felix Mendelssohn,odio donec vitae nisi,07/10/1868,1896,Gewandhaus Orchestra (Leipzig),Manchester,
264,Wolfgang Amadeus Mozart,libero nullam sit,06/08/1892,1884,Chicago Symphony Orchestra,Cologne,
266,Ludwig Van Beethoven,elit proin,17/12/1879,1866,Weimar Hofkapelle,Cologne,
268,Wolfgang Amadeus Mozart,nulla integer,23/05/1846,1882,Frankfurt Museumsorchester,Paris,
270,Ludwig Van Beethoven,in faucibus orci luctus,16/05/1876,1862,Berlin Philharmonic,Frankfurt,
272,Felix Mendelssohn,eu mi nulla ac,05/04/1888,1858,Vienna Philharmonic,Chicago,
273,Felix Mendelssohn,dictumst aliquam augue,14/04/1841,1882,Gürzenich Orchestra Cologne,Chicago,
274,Wolfgang Amadeus Mozart,venenatis lacinia,02/10/1868,1847,Frankfurt Museumsorchester,Chicago,
275,Wolfgang Amadeus Mozart,lacinia nisi venenatis tristique,12/07/1896,1855,London Philharmonic,Boston,
276,Wolfgang Amadeus Mozart,natoque penatibus et,29/01/1851,1881,Gewandhaus Orchestra (Leipzig),Vienna,
277,Ludwig Van Beethoven,eu orci mauris lacinia,05/10/1866,1886,Crystal Palace orchestra (London),Paris,
279,Wolfgang Amadeus Mozart,sed vel enim,17/03/1864,1878,Gürzenich Orchestra Cologne,Leipzig,
280,Ludwig Van Beethoven,velit id pretium iaculis,19/01/1842,1860,Gewandhaus Orchestra (Leipzig),Manchester,
281,Wolfgang Amadeus Mozart,rhoncus dui vel,28/06/1852,1861,New York Philharmonic,Berlin,
282,Ludwig Van Beethoven,ac est lacinia nisi,14/08/1859,1868,New York Philharmonic,Manchester,
283,Wolfgang Amadeus Mozart,nisl duis bibendum felis,21/03/1849,1870,New York Philharmonic,Chicago,
284,Felix Mendelssohn,eget elit,11/07/1898,1896,Gürzenich Orchestra Cologne,Leipzig,
285,Ludwig Van Beethoven,dis parturient montes nascetur,28/06/1899,1864,Gewandhaus Orchestra (Leipzig),Weimar,
286,Ludwig Van Beethoven,sapien a libero nam,13/12/1872,1849,Boston Symphony Orchestra,Berlin,
287,Ludwig Van Beethoven,integer a nibh,24/11/1877,1857,Crystal Palace orchestra (London),Vienna,
288,Felix Mendelssohn,natoque penatibus,20/08/1864,1880,Chicago Symphony Orchestra,Frankfurt,
289,Felix Mendelssohn,nec sem duis aliquam,24/10/1850,1865,Crystal Palace orchestra (London),Berlin,
291,Ludwig Van Beethoven,pulvinar sed nisl,26/11/1852,1896,Boston Symphony Orchestra,Manchester,
292,Ludwig Van Beethoven,odio in hac habitasse,12/08/1850,1847,Gürzenich Orchestra Cologne,Manchester,
293,Ludwig Van Beethoven,egestas metus aenean fermentum,26/12/1891,1866,Hallé orchestra (Manchester),Leipzig,
294,Felix Mendelssohn,vel ipsum praesent,11/08/1870,1876,Boston Symphony Orchestra,Berlin,
295,Ludwig Van Beethoven,sociis natoque,19/01/1863,1842,Berlin Philharmonic,Manchester,
296,Ludwig Van Beethoven,arcu sed augue,30/04/1845,1854,Weimar Hofkapelle,Berlin,
297,Wolfgang Amadeus Mozart,justo etiam pretium iaculis,12/03/1863,1891,Gewandhaus Orchestra (Leipzig),Cologne,
299,Ludwig Van Beethoven,lobortis est phasellus sit,08/08/1860,1882,Berlin Philharmonic,Cologne,
300,Ludwig Van Beethoven,magnis dis parturient montes,19/12/1858,1883,Berlin Philharmonic,Leipzig,
1,Johannes Brahms,lorem integer tincidunt ante,21/10/1844,1850,Gewandhaus Orchestra (Leipzig),Frankfurt,
2,Cipriani Potter,lobortis ligula sit amet,07/09/1844,1895,Gewandhaus Orchestra (Leipzig),Frankfurt,
3,Luigi Cherubini,eu felis,13/10/1883,1845,Vienna Philharmonic,Berlin,
4,George Macfarren,nulla tellus in,09/10/1897,1857,Hallé orchestra (Manchester),Berlin,
5,Cesar Franck,et ultrices posuere,25/11/1890,1855,Boston Symphony Orchestra,Cologne,
6,Joseph Wölfl,ut massa,05/10/1884,1887,Frankfurt Museumsorchester,Chicago,
8,Joseph Wölfl,iaculis congue vivamus metus,25/01/1899,1874,Frankfurt Museumsorchester,Weimar,
10,Zdenko Fibich,nisi eu,20/06/1873,1858,Berlin Philharmonic,Paris,
11,Robert Volkmann,proin leo,12/07/1880,1861,London Philharmonic,Manchester,
12,Johann Friedrich Kittl,blandit lacinia erat vestibulum,04/09/1896,1894,Frankfurt Museumsorchester,Vienna,
13,Zdenko Fibich,cursus id turpis,06/03/1867,1898,Chicago Symphony Orchestra,Paris,
14,William Sterndale Bennett,mauris vulputate elementum,19/10/1864,1893,Chicago Symphony Orchestra,Berlin,
15,Franz Lachner,donec pharetra magna,03/11/1890,1895,Weimar Hofkapelle,Frankfurt,
71,Emilie Mayer,ultrices enim lorem,22/11/1853,1854,Berlin Philharmonic,Berlin,
19,Hermann Goetz,nam nulla integer pede,21/10/1846,1891,London Philharmonic,Frankfurt,
20,Georges Onslow,vel sem sed,20/10/1845,1867,London Philharmonic,Paris,
22,Emilie Mayer,rutrum nulla,17/03/1897,1855,Berlin Philharmonic,Berlin,
345,Emilie Mayer,justo morbi,13/10/1843,1855,Berlin Philharmonic,Berlin,
23,Bernhard Molique,accumsan tortor,06/12/1893,1898,Crystal Palace orchestra (London),Berlin,
24,Johannes Brahms,tempus vivamus in felis,28/07/1849,1882,Frankfurt Museumsorchester,Paris,
25,Joachim Raff,nisi eu orci mauris,12/09/1884,1868,Vienna Philharmonic,Paris,
